[34m2025-08-13 13:37:21.402[0;39m [INFO] com.hexaware.carrentalsystems.CarRentalSystemsApplication [main] Starting CarRentalSystemsApplication using Java 21.0.6 with PID 20736 (C:\Users\jancy\OneDrive\Desktop\car-rental-systems\target\classes started by jancy in C:\Users\jancy\OneDrive\Desktop\car-rental-systems)
[34m2025-08-13 14:37:47.489[0;39m [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@b788dc2
[34m2025-08-13 14:37:47.493[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
[34m2025-08-13 14:37:47.555[0;39m [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
[34m2025-08-13 14:37:47.557[0;39m [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
[34m2025-08-13 14:37:48.850[0;39m [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
[34m2025-08-13 14:37:48.973[0;39m [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
[34m2025-08-13 14:37:49.291[0;39m [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
[34m2025-08-13 14:37:50.392[0;39m [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
[34m2025-08-13 14:37:50.774[0;39m [INFO] org.springframework.security.web.DefaultSecurityFilterChain [main] Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@1a4eb392, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@52f1f54, org.springframework.security.web.context.SecurityContextHolderFilter@15d6f0e1, org.springframework.security.web.header.HeaderWriterFilter@5e9f4f76, org.springframework.web.filter.CorsFilter@2495a351, org.springframework.security.web.authentication.logout.LogoutFilter@1540b926, com.hexaware.carrentalsystems.filter.JwtAuthFilter@7b491b89, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@4dbcc8ce, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@793af433, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@245155b8, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@312eb, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7a65e842, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4b6cb083, org.springframework.security.web.access.ExceptionTranslationFilter@1c7aa676, org.springframework.security.web.access.intercept.AuthorizationFilter@45dc4d1a]
[34m2025-08-13 14:37:51.183[0;39m [INFO] org.springframework.boot.web.embedded.tomcat.TomcatWebServer [main] Tomcat started on port 8080 (http) with context path ''
[34m2025-08-13 14:37:51.193[0;39m [INFO] com.hexaware.carrentalsystems.CarRentalSystemsApplication [main] Started CarRentalSystemsApplication in 7.376 seconds (process running for 8.152)
[34m2025-08-13 14:38:10.176[0;39m [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] [http-nio-8080-exec-2] Initializing Spring DispatcherServlet 'dispatcherServlet'
[34m2025-08-13 14:38:10.176[0;39m [INFO] org.springframework.web.servlet.DispatcherServlet [http-nio-8080-exec-2] Initializing Servlet 'dispatcherServlet'
[34m2025-08-13 14:38:10.179[0;39m [INFO] org.springframework.web.servlet.DispatcherServlet [http-nio-8080-exec-2] Completed initialization in 2 ms
[34m2025-08-13 14:38:10.778[0;39m [INFO] com.hexaware.carrentalsystems.controller.AuthController [http-nio-8080-exec-2] Generated Token: eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJKb2huIiwiaWF0IjoxNzU1MDc2MDkwLCJleHAiOjE3NTUwNzc4OTB9.h0v5s5K6XBxyZRITGd0O_mbp5lzPA7VuiYrnYjFoWd0
[34m2025-08-13 14:38:39.893[0;39m [INFO] com.hexaware.carrentalsystems.controller.CarRestController [http-nio-8080-exec-3] Fetching affordable cars sorted by price, price threshold: 2000.0
[34m2025-08-13 14:39:05.978[0;39m [INFO] org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin [RMI TCP Connection(5)-127.0.0.1] Application shutdown requested.
[34m2025-08-13 14:39:05.990[0;39m [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [RMI TCP Connection(5)-127.0.0.1] Closing JPA EntityManagerFactory for persistence unit 'default'
[34m2025-08-13 14:39:05.993[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [RMI TCP Connection(5)-127.0.0.1] HikariPool-1 - Shutdown initiated...
[34m2025-08-13 14:39:06.002[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [RMI TCP Connection(5)-127.0.0.1] HikariPool-1 - Shutdown completed.
[34m2025-08-13 14:44:18.872[0;39m [INFO] com.hexaware.carrentalsystems.CarRentalSystemsApplication [main] Starting CarRentalSystemsApplication using Java 21.0.6 with PID 21992 (C:\Users\jancy\OneDrive\Desktop\car-rental-systems\target\classes started by jancy in C:\Users\jancy\OneDrive\Desktop\car-rental-systems)
[34m2025-08-13 14:44:18.874[0;39m [INFO] com.hexaware.carrentalsystems.CarRentalSystemsApplication [main] No active profile set, falling back to 1 default profile: "default"
[34m2025-08-13 14:44:19.746[0;39m [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
[34m2025-08-13 14:44:19.819[0;39m [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 65 ms. Found 5 JPA repository interfaces.
[34m2025-08-13 14:44:20.391[0;39m [INFO] org.springframework.boot.web.embedded.tomcat.TomcatWebServer [main] Tomcat initialized with port 8080 (http)
[34m2025-08-13 14:44:20.404[0;39m [INFO] org.apache.catalina.core.StandardService [main] Starting service [Tomcat]
[34m2025-08-13 14:44:20.405[0;39m [INFO] org.apache.catalina.core.StandardEngine [main] Starting Servlet engine: [Apache Tomcat/10.1.20]
[34m2025-08-13 14:44:20.486[0;39m [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] [main] Initializing Spring embedded WebApplicationContext
[34m2025-08-13 14:44:20.487[0;39m [INFO] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext [main] Root WebApplicationContext: initialization completed in 1563 ms
[34m2025-08-13 14:44:20.626[0;39m [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
[34m2025-08-13 14:44:20.678[0;39m [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.4.4.Final
[34m2025-08-13 14:44:20.722[0;39m [INFO] org.hibernate.cache.internal.RegionFactoryInitiator [main] HHH000026: Second-level cache disabled
[34m2025-08-13 14:44:20.938[0;39m [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
[34m2025-08-13 14:44:20.967[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
[34m2025-08-13 14:44:21.354[0;39m [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@31880efa
[34m2025-08-13 14:44:21.357[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
[34m2025-08-13 14:44:21.415[0;39m [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
[34m2025-08-13 14:44:21.416[0;39m [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
[34m2025-08-13 14:44:22.415[0;39m [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
[34m2025-08-13 14:44:22.544[0;39m [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
[34m2025-08-13 14:44:22.813[0;39m [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
[34m2025-08-13 14:44:23.578[0;39m [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
[34m2025-08-13 14:44:23.931[0;39m [INFO] org.springframework.security.web.DefaultSecurityFilterChain [main] Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@2dc4b58a, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@44cd3ea9, org.springframework.security.web.context.SecurityContextHolderFilter@1192d1f5, org.springframework.security.web.header.HeaderWriterFilter@55e073c8, org.springframework.web.filter.CorsFilter@352df548, org.springframework.security.web.authentication.logout.LogoutFilter@14d294f4, com.hexaware.carrentalsystems.filter.JwtAuthFilter@165634aa, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@7c305624, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@a6e0e5f, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@45dc4d1a, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1638fa8b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1b60c196, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4dbcc8ce, org.springframework.security.web.access.ExceptionTranslationFilter@40eb85e9, org.springframework.security.web.access.intercept.AuthorizationFilter@6ca95b1e]
[34m2025-08-13 14:44:24.313[0;39m [INFO] org.springframework.boot.web.embedded.tomcat.TomcatWebServer [main] Tomcat started on port 8080 (http) with context path ''
[34m2025-08-13 14:44:24.321[0;39m [INFO] com.hexaware.carrentalsystems.CarRentalSystemsApplication [main] Started CarRentalSystemsApplication in 5.917 seconds (process running for 6.616)
[34m2025-08-13 14:44:28.819[0;39m [INFO] org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin [RMI TCP Connection(2)-127.0.0.1] Application shutdown requested.
[34m2025-08-13 14:44:28.835[0;39m [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [RMI TCP Connection(2)-127.0.0.1] Closing JPA EntityManagerFactory for persistence unit 'default'
[34m2025-08-13 14:44:28.838[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [RMI TCP Connection(2)-127.0.0.1] HikariPool-1 - Shutdown initiated...
[34m2025-08-13 14:44:28.847[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [RMI TCP Connection(2)-127.0.0.1] HikariPool-1 - Shutdown completed.
